,hotel_name,nationality,rating,review_text,sentiment_score,sentiment
12571,The Helmet Hotel,Slovakia,9.2,access terrace wasnt possible lock maybe lend key reception communicative receptionist willing help nice view modern door bell interactive ticket cleaning right door cake shop delicious trolley tram stop close near shopping street cheap clothes walk city,0.7906,Positive
12573,Hotel Du Parc,Belgium,7.1,style bathroom old outdated place put bathroom even place towel near washbasin breakfast slowly lot food miss location good close beach beautiful art building wit nice breakfast,0.8402,Positive
12574,Hotel Esperance,United States,5.8,air conditioner book told cool room warm day day outside street repair area noisy handrail paint white filthy fourth floor th narrow window broken hinge upper right hand corner work properly paper basket would hold maybe quart size bag always find bag way contain trash extra pillow get back even location great,0.7717,Positive
12575,NH Brussels EU Berlaymont,France,9.2,breakfast little bit either low price add great hotel clean luxurious great,0.8768,Positive
12576,Ideal Room,Hungary,10.0,friendly apartment everything need ever go back surely stay,0.7269,Positive
12577,Hotel Midi-Zuid,Finland,1.0,hotel bad condition work one electricity bulb work charge electronic switch though staff friendly give fan location accessible public transport yet area crowd travel please aware easily,0.6908,Positive
12579,Novotel Charleroi Centre,Italy,9.2,staff cold large comfy bathroom new clean,0.4019,Neutral
12580,The Helmet Hotel,Germany,7.5,one window didnt close well cold enter inside quiet place,-0.2057,Neutral
12582,Hotel Du Parc,Belgium,7.1,serve breakfast nice atmosphere quite modest bathroom could renovation night experienced quite street breakfast morning everything,0.4215,Neutral
12583,Hotel Esperance,Germany,10.0,strangely enough nothing maybe breakfast could include warm egg crucial point book short notice primary driver selection close possible location get expect anything special nice surprise get outside look much superb see nice staff accommodate stayed picture,0.9217,Positive
12584,NH Brussels EU Berlaymont,New Zealand,9.2,breakfast expensive lot comfortable clean little gym bar enjoyable stay,0.8242,Positive
12585,Ideal Room,United Kingdom,10.0,everything,0.0,Neutral
12586,Hotel Midi-Zuid,Netherlands,5.0,air sleep well th floor inside building wind well walk distance grand place store next door clean nice,0.8934,Positive
12588,Novotel Charleroi Centre,Belgium,9.0,pay beer know number person cannot look go cashier reception someone weird nice bit hot apparently cannot otherwise clean modern nice shower meeting well,0.5635,Positive
12589,The Helmet Hotel,Portugal,8.8,neighborhood may seem little sketchy night nothing bad u near city nearby go also close train station clean cozy,0.6757,Positive
12591,Hotel Du Parc,United Kingdom,7.9,toilet bit cramped friendly staff nice breakfast,0.7184,Positive
12592,Hotel Esperance,Netherlands,4.6,wasnt wellness page display wellness somewhere externally wasnt nice also spend less luxury noise church morning every half hour really bad get late sleep morning elevator available big enough good keep light nice friendly staff,-0.7326,Negative
12593,NH Brussels EU Berlaymont,Italy,8.3,everything goo,0.0,Neutral
12594,Ideal Room,Russia,10.0,great owner apartment nice apartment wonderful especially roof terrace convenient location near get point city thank hospitality,0.9201,Positive
12595,Hotel Midi-Zuid,France,10.0,l emplacement se de la center ville,0.0,Neutral
12597,Novotel Charleroi Centre,Lithuania,9.0,everything fine location breakfast food bar dinner,0.2023,Neutral
12598,The Helmet Hotel,Malta,8.5,stay nice however issue card actually payment put bill someone else receptionist first dealt say bill card bank prove card text message bank card another receptionist say mistake member staff work previous even new job apart happy stay accepted first receptionist told would end pay twice clean nice shower great staff dealt,0.9371,Positive
12600,Hotel Esperance,Australia,10.0,like climb six consider good apartment th floor spacious comfortable breakfast delicious reception staff helpful friendly,0.9545,Positive
12601,NH Brussels EU Berlaymont,Czech Republic,10.0,superb value money one fun staff ever met special kudos reception manager sadly ask name keep good stuff,0.9423,Positive
12602,Ideal Room,Canada,9.6,could get call number provide apartment obvious maintenance clean tidy private location center actually conveniently subway straight core center bus straight major train station even well bus stop subway entrance right front house spacious studio apartment residential area get live like local reasonable price landlord kind,0.891,Positive
12603,Hotel Midi-Zuid,Belgium,10.0,nothing service,0.0,Neutral
12605,Novotel Charleroi Centre,United Kingdom,9.0,dump big modern everything upstairs arrive lift go reception greet professional efficient good staff training clean slick,0.7964,Positive
12606,NH Brussels EU Berlaymont,Denmark,9.6,good value money good location well connect almost front commission super helpful friendly staff nice healthy food shop ground floor,0.9733,Positive
12607,Ideal Room,Hungary,10.0,helpful owner good location spacious well apartment,0.7783,Positive
12608,Hotel Midi-Zuid,Belgium,2.0,last choice anywhere else stay,0.0,Neutral
12609,NH Brussels EU Berlaymont,Czech Republic,9.2,location heart walk station walk bus stop number airport breakfast good comfy gym need renovation still make sweat would definitely stay,0.5719,Positive
12610,Ideal Room,Germany,9.2,check phone number door code uncomplicated,0.0772,Neutral
12611,Hotel Midi-Zuid,Turkey,9.0,hair work double bed perfect quiet comfortable,0.7906,Positive
12612,NH Brussels EU Berlaymont,Netherlands,7.5,bit furniture small dark check front desk lady bit gloomy great breakfast morning room clean well,0.8074,Positive
12613,Ideal Room,Cyprus,10.0,everything perfect everything perfect place kitchen bath toilet every basic facility available nice friendly host help like special personal,0.9652,Positive
12614,Hotel Midi-Zuid,United Kingdom,1.0,dirty gross bathroom work dirt probably human place since general dirt close enough station,-0.8689,Negative
12615,NH Brussels EU Berlaymont,Ireland,10.0,nothing proximity public transport cleanliness location excellent breakfast friendly staff,0.7845,Positive
12616,Ideal Room,Hungary,4.0,building bad broken,-0.765,Negative
12617,Hotel Midi-Zuid,Ukraine,5.0,hardly small water men reception go another water location good,0.4404,Neutral
12618,NH Brussels EU Berlaymont,Lithuania,10.0,really comfortable people wheel chair,0.5563,Positive
12619,Ideal Room,Australia,7.0,bathroom toilet door stay close use wet even use duplex,0.0,Neutral
12620,Hotel Midi-Zuid,United Kingdom,9.0,connection everything good thank,0.6597,Positive
12621,NH Brussels EU Berlaymont,Hungary,10.0,n,0.0,Neutral
12622,Hotel Midi-Zuid,Brazil,5.0,extra super strong smell cigarette whole night allergic like smoke book somebody constantly smoking inside smell previous awful second slightly well smell come trough bathroom sleep window sound proof horrible could hear people conversation right next clean well,0.7441,Positive
12623,Marie Siska Boutique hotel,Iceland,8.0,strong perfume smell kill allergic fortunately could open window get rid,-0.5574,Negative
12624,Marie Siska Boutique hotel,Belgium,8.0,window playground well acoustically isolated silence late even ideal relax also breakfast team make sure keep civilize start shout make fall design cleanliness comfort also much breakfast variety quality location ideal u go downtown staff kind,0.9493,Positive
12626,Marie Siska Boutique hotel,Netherlands,9.0,room little small great location,0.5888,Positive
12628,Marie Siska Boutique hotel,Belgium,10.0,top,0.2023,Neutral
12630,Marie Siska Boutique hotel,Belgium,9.2,delicious breakfast nice weather roof terrace plus,0.7579,Positive
12632,Marie Siska Boutique hotel,Germany,10.0,nothing good quaint well furnish clean pleasant staff good breakfast,0.0961,Neutral
12633,Novotel Charleroi Centre,Netherlands,5.8,service weird almost people like staff bar want charge even though left sizeable guarantee get though sure really kitchen chef like food come small bar area cheap house keep staff come morning even dress check computer something see checked modern clean,0.8419,Positive
12634,The Helmet Hotel,Ghana,9.2,tiny good location close train station,0.4404,Neutral
12638,Château Jemeppe,Belgium,8.0,radio food,0.0,Neutral
12639,Marie Siska Boutique hotel,Luxembourg,9.0,everything,0.0,Neutral
12640,Novotel Charleroi Centre,Israel,10.0,nothing nice staff cocktail party month great young people,0.6671,Positive
12641,The Helmet Hotel,Belgium,8.8,good bad much noise event,-0.1531,Neutral
12645,Château Jemeppe,Belgium,7.0,see undeniably beautiful location however small say least uncomfortable avoid take view inner court yard noisy even breakfast standard staff friendly restaurant good good value well frank would recommend yes location comfort,0.9697,Positive
12646,Marie Siska Boutique hotel,Luxembourg,10.0,good nice new well organize storage space playground fabulous every want spend time morning area calm breakfast take without hurry,0.9153,Positive
12647,Novotel Charleroi Centre,Romania,10.0,great experience beautiful nice restaurant tasty food staff helpful best choice proximity airport,0.9571,Positive
12648,The Helmet Hotel,United Kingdom,10.0,disconnect whole experience good,0.4404,Neutral
12652,Château Jemeppe,Netherlands,7.0,rather service excellent breakfast nice set chateau nice excellent restaurant new,0.9186,Positive
12654,Novotel Charleroi Centre,United Kingdom,10.0,excellent happy,0.8126,Positive
12655,The Helmet Hotel,Italy,3.3,everything nothing,0.0,Neutral
12659,Château Jemeppe,Germany,7.0,slow service restaurant,0.0,Neutral
12661,Novotel Charleroi Centre,Romania,4.0,one though ask one almost empty cupboard door sofa alarm clock description superior double book desk write work something cold take next morning raise temperature bathroom heating system unpleasant rack dry reduce douche gel shampoo small soap paper plastic paper coffee suppose double bed single united uncomfortable cleaning lady first day little bit bed trash touch anything bathroom cleaning fresh trash bathroom nobody come cleaning left far know star definitely different presentation site disappoint good location lobby open nicely decorate could stay wherever like bar restaurant reception staff people work area great job nice polite attentive efficient,0.9392,Positive
